"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,k_percent,bb_percent,xba,xslg,woba,xwoba,solidcontact_percent,poorlyweak_percent,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_st_formatted,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z,st_avg_break,st_range_speed,n_sv_formatted,sv_avg_speed,sv_avg_spin,sv_avg_break_x,sv_avg_break_z,sv_avg_break,sv_range_speed,n_fo_formatted,fo_avg_speed,fo_avg_spin,fo_avg_break_x,fo_avg_break_z,fo_avg_break,fo_range_speed,n_sc_formatted,sc_avg_speed,sc_avg_spin,sc_avg_break_x,sc_avg_break_z,sc_avg_break,sc_range_speed
"Guerra, Javy",642770,2023,27,17,19.1,97,14.4,22.7,0.279,0.437,0.347,0.4,8.5,3.4,39,21.6,38.4,40.7,32.2,18.6,8.5,R,362,35.1,97.8,2298,-9.5,-12.8,18.7,1.3,16,88.7,2352,2.1,-28.1,7.4,1.6,,,,,,,,,,,,,,,33.1,97.4,2140,-18.4,-22.5,19.7,1.2,,,,,,,,,,,,,,,,,,,,,,15.7,83.6,2631,13.4,-32.7,15.2,1.3,,,,,,,,,,,,,,,,,,,,,
"Helsley, Ryan",664854,2023,28,33,36.2,146,35.6,11.6,0.156,0.239,0.243,0.233,9.2,3.9,39.5,35,49.9,40.8,28.9,21.1,9.2,R,607,56.2,99.7,2642,-3.5,-9.2,18.9,1.7,36.7,89,2421,4.7,-32.3,5.9,1.8,,,,,,,,7.1,82.1,2517,4.2,-50,10.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruiz, José",614179,2023,28,38,44.1,207,18.8,10.1,0.269,0.458,0.385,0.355,5.7,1.4,36.2,29.5,45.9,38.3,27,27,7.8,R,815,31.5,96.5,2274,-5.7,-12.5,18,1.2,,,,,,,,13.1,89.6,1748,-14.8,-24.5,17.8,1.2,35,85.7,2131,0.9,-41,4.4,1.3,20.4,96.2,2109,-13.2,-18.2,17.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medina, Luis",665622,2023,24,23,109.2,495,21.4,11.5,0.252,0.407,0.343,0.335,6.5,3.4,41,24.5,46.1,43.8,23.5,26.9,5.9,R,1945,41.5,96.1,2324,-5.9,-13.3,17.6,1.8,23.4,85.3,2261,3,-37.4,4.5,1.8,8.7,87.3,1445,-14.5,-30,15.8,1.8,12.1,79.7,2353,6.3,-55.2,13.6,2.3,14.2,95.5,2350,-15.1,-17.8,19.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ottavino, Adam",493603,2023,37,66,61.2,261,23.8,11.1,0.211,0.326,0.294,0.291,4.9,6.2,40.7,26.1,41.9,56.2,24.7,15.4,3.7,R,1024,5.6,93.1,2362,-7.4,-18,15.6,1.3,,,,,,,,13.9,87.6,1780,-12.9,-34.4,13.3,1.1,,,,,,,,37.7,92.5,2254,-16.9,-27.1,17.8,1.1,15,87.8,2668,5.7,-30.6,8,1.5,,,,,,,,,,,,,,,27.8,79.6,2675,16.8,-41.3,17.1,1.4,,,,,,,,,,,,,,,,,,,,,
"Williams, Gavin",668909,2023,23,16,82,345,23.5,10.7,0.244,0.38,0.299,0.316,6.7,4,38.6,27.8,47.5,38.6,26.5,28.7,6.3,R,1386,55.3,95.7,2218,-9.8,-13.9,18.9,1.7,22.1,84.9,2253,3.7,-36.7,4.8,2.3,5.6,88.2,1887,-15.8,-26.3,18.3,2.4,17,76.2,2283,9.9,-63.9,19.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, Michael",650633,2023,28,49,104.2,431,29.5,7.4,0.227,0.364,0.281,0.289,4.1,5.2,33.3,29.4,42.5,43.4,25.8,24.7,6,R,1681,22.7,94.7,2395,-6.4,-14.8,17.1,1.5,,,,,,,,14.5,87.2,2129,-17.4,-28.7,19,1.2,,,,,,,,33.5,94,2313,-16.5,-25.2,17.7,1.3,,,,,,,,,,,,,,,,,,,,,,29.3,81.8,2785,18,-39.4,18.3,1.5,,,,,,,,,,,,,,,,,,,,,
"Snell, Blake",605483,2023,30,32,180,742,31.5,13.3,0.208,0.35,0.266,0.3,7.9,4.9,33.8,37.3,42.9,43.7,24.9,26.4,4.9,L,3168,48.6,95.5,2430,4.6,-11.4,19.4,1.4,13.1,88.4,2345,-3,-28,8.2,1.4,18.4,86.7,1796,12.8,-25.5,17,1.7,19.8,81,2399,-12.6,-52.6,16.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pagán, Emilio",641941,2023,32,66,69.1,273,23.8,7.7,0.221,0.402,0.241,0.296,9.7,3.8,45.2,24.4,54.6,32.3,35.5,22,10.2,R,1061,55,95.8,2545,-7.2,-12,19.4,1.3,,,,,,,,,,,,,,,2.5,81.4,2571,5.3,-50.6,11.1,1.5,,,,,,,,30.1,87.7,2447,4.2,-29.9,7.1,1.4,12.3,85.9,1533,-13.5,-28.6,16.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohtani, Shohei",660271,2023,28,23,132,531,31.5,10.4,0.206,0.377,0.277,0.302,5.4,5.1,35,30.8,46.7,45.8,25.6,20.5,8.1,R,2094,33,96.8,2259,-4.1,-15.2,14.9,2.2,0.2,85.5,2593,7.3,-45.8,11.2,1.5,,,,,,,,3.6,75.7,2459,11.8,-62.5,18.3,3.2,6,94.5,2013,-14.8,-24.9,16.2,2.1,15.7,88.6,2379,4.1,-30.4,7.2,3.3,6.3,88.6,1279,-8.1,-31.4,9.8,2.3,,,,,,,,35.2,83.6,2497,15.9,-35.8,16.7,2.4,,,,,,,,,,,,,,,,,,,,,
"Alcantara, Sandy",645261,2023,27,28,184.2,762,19.8,6.3,0.265,0.417,0.301,0.32,6.6,4.8,40.6,25.2,54.2,51.9,21.5,21.9,4.7,R,2721,21.3,98,2254,-11.9,-15.1,18.1,1.2,20.1,89.9,2367,0.5,-29.8,4.8,1.9,27.3,91.1,1968,-16.3,-29.3,16.9,1.3,2.2,86.1,2462,3.4,-39.6,5,1.6,29,97.6,2329,-17.6,-21.4,19.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaprielian, James",621076,2023,29,14,61,280,20.4,11.1,0.245,0.426,0.356,0.337,6.5,2.7,38.7,25,48.5,32.3,33.9,24.2,9.7,R,1090,41.4,92.3,2001,-7.8,-16.7,17.5,1.2,30.7,80.8,2348,9.6,-38.4,10.9,1.4,7.8,83.3,1280,-10.8,-37.2,11.5,1.3,6.1,75.9,2433,9.2,-56.5,13.1,1.4,13.9,92,1899,-16.8,-23.3,19.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eflin, Zach",621107,2023,29,31,177.2,703,26.5,3.4,0.222,0.378,0.276,0.27,5.5,6.3,35.1,24,49.9,50.4,22,20.2,7.3,R,2577,6.2,92.9,2218,-7.8,-17.7,16.3,1.3,0.3,84.1,2292,5.8,-38.2,6.1,1.5,5.1,86.4,1615,-15.8,-32,16.7,1.7,26.3,79.1,2503,11.5,-51.4,13.9,1.5,31.9,92.2,2100,-16.7,-26.4,17.9,1.2,26.1,88.5,2236,2.4,-26.3,9.2,1.5,,,,,,,,,,,,,,,4.1,79.7,2477,16.6,-43,16.9,1.4,,,,,,,,,,,,,,,,,,,,,
"Winckowski, Josh",670174,2023,25,60,84.1,367,22.3,8.4,0.245,0.371,0.319,0.302,3.6,2.8,41,26.2,49.4,51.4,17.9,23.5,7.2,R,1383,4.9,96,2232,-3,-14.4,15.7,1.5,19.6,85.8,2299,6.3,-40.1,7.5,1.6,5.9,92.9,1675,-16.5,-28.1,17.1,1.3,,,,,,,,37.5,96.3,2053,-14.2,-19.6,17.5,1.3,32.1,88.9,2195,4.6,-34,5.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avila, Pedro",658648,2023,26,14,50.1,220,24.5,11.4,0.237,0.345,0.304,0.31,5.1,9.6,41.9,28.9,45.7,60.3,15.4,22.1,2.2,R,895,32.7,94,2235,-5.6,-17.1,15,1.4,,,,,,,,25.6,83.8,1645,-2.7,-35.5,4.9,1.2,20.3,77.4,2686,9.4,-60.6,17.4,1.2,20.7,93.3,2281,-15,-23,17.5,1.4,,,,,,,,,,,,,,,,,,,,,,0.7,80.7,2847,11,-49.8,13.5,1.4,,,,,,,,,,,,,,,,,,,,,
"Murphy, Chris",669684,2023,25,20,47.2,212,23.1,8,0.235,0.362,0.321,0.295,2.8,6.2,33.1,22.4,47.8,44.8,29,21.4,4.8,L,870,38.7,93.9,2277,6.3,-15.7,16.7,1.6,31.7,88,2230,-4.1,-28,8.9,1.8,6.3,84.9,1734,14.2,-29.6,16.6,1.6,18.3,75.8,2518,-14.2,-62.3,20,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,79.3,2563,-15.4,-45.5,15.6,1.8,,,,,,,,,,,,,,,,,,,,,
"Ramirez, Nick",598286,2023,33,32,40.2,172,16.3,5.2,0.261,0.394,0.286,0.305,4.5,4.5,28.4,24.1,46.7,48.5,22.4,25.4,3.7,L,658,2.4,90.4,2071,12.3,-20.4,18.1,1.3,1.4,85.5,2279,0.7,-28.3,9.2,1.4,28,79.1,1582,16,-37.4,17.4,1.2,0.2,75.7,2304,-5.7,-59.9,13.2,,40.7,89.1,2039,16.4,-31,16.9,1.2,,,,,,,,,,,,,,,,,,,,,,27.4,79.2,2470,-16.7,-45.4,16.9,1.3,,,,,,,,,,,,,,,,,,,,,
"Koch, Matt",571863,2023,32,39,38.2,163,16.6,5.5,0.261,0.441,0.331,0.327,7.2,3.2,44.8,22.5,51.7,51.2,22.4,22.4,4,R,584,44.2,93.8,2124,-9.3,-17.4,16.5,1.3,8.6,82.4,2480,10.1,-40.1,10.5,1.4,,,,,,,,,,,,,,,,,,,,,,47.3,89.6,2263,2.9,-28.3,6.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gray, Sonny",543243,2023,33,32,184,754,24.3,7.3,0.244,0.364,0.27,0.296,5.9,3.9,39.2,26,47.7,48,19.8,26.9,5.3,R,2818,27.1,92.9,2537,0.5,-19,12.7,0.9,,,,,,,,6.7,87.9,1715,-13.6,-29.6,15.2,1.4,16.9,79.5,2643,12.9,-58.1,19.4,1.4,15.7,92.8,2443,-10.6,-22.1,14.5,1,13.1,87.6,2713,5.4,-34.6,6.5,1.6,,,,,,,,,,,,,,,20.5,84.3,2707,15.6,-44.8,17,1.2,,,,,,,,,,,,,,,,,,,,,
"Garrett, Braxton",666129,2023,25,31,159.2,659,23.7,4.4,0.275,0.441,0.307,0.328,6,4.1,45.1,25.3,47.2,49,20.5,26.6,3.9,L,2479,7.5,90.8,2270,7.4,-18.2,16.9,1.4,25.8,82.8,2210,-10.3,-43.2,11,1.2,8.8,84.1,1458,14.4,-36.8,14.7,1.4,8.4,77.7,2169,-10.3,-53.4,13.3,1.5,31.7,90.5,2076,15.7,-26.2,17.6,1.1,17.7,87.5,2381,-2.2,-31.3,5.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martinez, Nick",607259,2023,32,63,110.1,461,23,8.7,0.245,0.385,0.294,0.308,4.5,9,29.9,28.6,46.9,54,20.6,20.3,5.1,R,1750,12.9,93.3,2374,-6.2,-14.2,18.5,1.3,0.2,84.5,2468,0.3,-34.8,4.2,1.5,28.8,80.7,2002,-12.5,-37,13.7,1.3,19.1,81.8,2559,0.8,-56.5,15.6,1.3,22.5,92.9,2367,-14.2,-17,20.7,1.3,16.5,89.5,2357,1.1,-22.5,11.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campbell, Isaiah",663462,2023,25,27,28.2,120,27.5,10.8,0.227,0.38,0.273,0.304,6.8,5.5,41.1,28.6,46.9,39.7,30.1,24.7,5.5,R,478,46.4,95,2442,-4.3,-13,17.9,1.1,38.9,86.5,2726,5.4,-35.6,6.1,1.5,,,,,,,,,,,,,,,0.2,95.1,2396,-11.3,-16.6,17.8,,0.2,91.8,2551,3.1,-21.5,11.2,,,,,,,,,,,,,,,,14.2,82,2761,13.5,-44.8,14.4,1.4,,,,,,,,,,,,,,,,,,,,,
"Wainwright, Adam",425794,2023,41,21,101,484,11.4,8.5,0.326,0.562,0.414,0.401,5.2,4.1,38.8,13,41.3,41.1,28.4,26.9,3.6,R,1785,9.9,85.7,2157,-1.8,-22.3,15.1,1.3,0.3,75.6,2458,16.4,-50.7,16.7,1.4,5,81.4,1655,-14,-32.6,16.9,1.9,30.8,71.5,2647,16.6,-68.1,21.6,1.8,31.4,86.9,2167,-13.3,-25.1,17.5,1.3,22.6,82.9,2322,5.6,-31.9,9.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan, Eli",669212,2023,27,61,67.1,299,25.1,8,0.244,0.402,0.322,0.307,4.5,7.5,32.3,28.2,51.7,41.2,25.1,25.1,8.5,R,1190,40.4,92.5,2272,-7.8,-13.7,20,1.2,25.4,85.5,2223,1.7,-33.6,5.2,1.6,31.7,78.6,2039,-16.6,-40.5,17.2,1.5,2.5,84.7,2185,8.8,-38,9.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Los Santos, Yerry",660787,2023,25,22,24.1,104,17.3,12.5,0.229,0.356,0.257,0.299,5.6,6.9,30.6,16.6,45.6,55.6,20.8,19.4,4.2,R,397,,,,,,,,20.9,86.4,2144,3.5,-33.2,5.2,1.2,17.6,89.3,1597,-13.6,-29,14.9,1.3,,,,,,,,61.5,95,2178,-16.6,-22.1,18.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carasiti, Matt",571539,2023,31,16,24.1,110,14.5,10,0.272,0.427,0.345,0.35,3.7,1.2,36.6,23.1,42.1,56.1,19.5,23.2,1.2,R,411,1.2,95,2130,-9.2,-18.3,14.9,1.4,,,,,,,,,,,,,,,,,,,,,,64,95.3,2016,-15.4,-23.1,16.9,0.9,7.1,91.5,2134,-1,-24.8,7.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,81.4,840,-7,-43.8,7.8,1.1,,,,,,,
"Harris, Hogan",663687,2023,26,14,63,284,19.7,9.9,0.257,0.461,0.352,0.345,10.2,4.6,44.9,23.1,46,39.3,27.6,25,8.2,L,1109,47,92.6,2266,10.1,-15.6,19.4,1.4,7.8,77.4,2450,-10.6,-54.6,14,1.7,20.3,80.1,1965,16.8,-34.4,18.9,1.9,6,74.9,2525,-10.6,-63.9,18.1,1.9,,,,,,,,18.8,90.5,2212,1.7,-21.3,12.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holton, Tyler",663947,2023,27,59,85.1,324,22.8,5.6,0.239,0.389,0.234,0.29,4.3,6.5,32.5,26.1,49.3,45.9,23.8,24.7,5.6,L,1195,27.9,91.5,2166,3.8,-16.1,17.1,1,14.3,81.8,2580,-12.3,-39.2,13.1,1.5,22.5,82.9,1636,14.7,-34.3,15.8,1.2,3.6,78.3,2565,-8,-58.8,16.2,1.4,12.3,91.2,2093,14.9,-22.5,18.3,1.1,19.3,88,2302,-4.7,-27.9,8.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett, Amir",607237,2023,31,27,24.1,112,25,17.9,0.217,0.363,0.354,0.339,10.9,6.3,42.2,26.4,42.2,48.4,31.3,18.8,1.6,L,476,20.8,95.1,2233,8.6,-14.7,17.9,1.4,44.5,86,1936,-1.5,-30.9,6.7,1.3,,,,,,,,,,,,,,,34.7,94.7,2180,14.1,-17.4,19.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mlodzinski, Carmen",669387,2023,24,35,36,152,22.4,11.8,0.241,0.359,0.279,0.308,7.1,4,41.4,21.4,45.4,47.5,19.2,25.3,8.1,R,617,49.6,95.7,2200,-10,-17.5,16,1.2,,,,,,,,14.7,89.4,1937,-17.1,-33.5,17.3,1.3,,,,,,,,0.5,94.8,2212,-16.8,-21,19.3,1.4,13.1,91.9,2417,-0.9,-25.7,6.8,1.6,,,,,,,,,,,,,,,22,84,2543,14.5,-41.4,14.9,1.3,,,,,,,,,,,,,,,,,,,,,
"Anderson, Grant",681982,2023,26,26,35.2,154,19.5,9.1,0.235,0.408,0.334,0.311,5.5,11,34.9,21.4,44.5,45.9,22.9,22,9.2,R,598,17.4,93,2329,-12.6,-20.2,17.2,1.2,49.8,85.3,2395,2.1,-30.3,8.4,1.6,4.8,86.8,1471,-14.2,-34.2,14.8,1.4,,,,,,,,27.9,92.9,2150,-17.9,-31.6,18,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quantrill, Cal",615698,2023,28,19,99.2,444,13.1,7.9,0.291,0.484,0.339,0.365,6.7,3.8,39.2,18.9,47,40.4,24.7,27.6,7.3,R,1710,1,93.8,2183,-6.5,-14.4,17.9,1.3,,,,,,,,10.1,86.1,1530,-12.8,-28.9,15.4,1.6,10.9,82,2400,2.8,-43.9,4.8,2.3,41.6,93.7,2149,-12.4,-15.9,19.9,1,24.1,88.1,2256,2.8,-28.3,7.8,1.6,12.3,86.8,1067,-11,-31.8,12.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Megill, Tylor",656731,2023,27,25,126.1,567,18.5,10.2,0.283,0.479,0.35,0.365,6.5,3.8,42.6,23.3,44.9,44.3,26.7,23.9,5,R,2235,55.7,94.9,2126,-7.8,-15.7,16.9,1.5,20.6,84.4,2225,4.2,-40.2,5.5,1.9,14.9,87.9,1607,-14.4,-29.2,15.9,2,8.6,77.2,2316,8,-60,15.9,1.8,,,,,,,,,,,,,,,0.2,86.1,787,-13.3,-35.2,14,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson, Bryse",669060,2023,25,53,76.2,314,19.4,7,0.246,0.407,0.281,0.308,7.4,4.4,35.8,18.5,48.7,37.6,31,24.9,6.6,R,1156,16.3,93.6,2155,-6.1,-15.1,17.4,1.2,,,,,,,,0.7,87.5,1526,-15,-28.2,17.4,1.5,13.4,79.6,2480,16.7,-48.4,17.6,1.6,34.9,93.1,2089,-15.6,-21.7,18.6,1.1,34.7,89.2,2136,2.5,-25.8,9.2,1.6,0.1,86.3,983,-5.4,-28.7,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bautista, Félix",642585,2023,28,56,61,237,46.4,11,0.142,0.236,0.218,0.224,3,4,34.3,44.3,51.2,36.4,32.3,22.2,9.1,R,988,70.4,99.5,2421,-6.8,-7.2,21.7,1.7,4.8,86.7,2414,5.5,-35.9,6.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,88.6,904,-6.8,-27.4,10.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferrer, Jose A.",678606,2023,23,39,34,142,17.6,9.2,0.254,0.356,0.338,0.298,8.7,6.8,36.9,17.9,47,55.3,17.5,22.3,4.9,L,559,71.9,95.5,2110,16.5,-21.3,18.9,1.4,1.8,82.3,2381,-5.3,-41.8,5.6,1.7,26.3,85.6,2004,15.8,-32.9,17,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lauer, Eric",641778,2023,28,10,46.2,211,20.4,11.4,0.307,0.569,0.411,0.405,9,0,45.1,22,46.9,25,39.6,29.9,5.6,L,844,43.2,90.8,2184,10,-16.4,19.7,1.4,7.8,82.6,2260,-3.7,-38.4,5.5,1.7,0.7,82.8,1498,13,-27.1,18.4,1.4,12.4,75.3,2341,-6.5,-55.5,10,1.4,,,,,,,,35.8,86.7,2210,0.6,-26.2,10.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peterson, David",656849,2023,27,27,111,492,26,10.2,0.263,0.431,0.357,0.34,6.2,5.8,44.5,29.2,45.9,55.2,17.2,23.1,4.5,L,1966,27.2,92.7,2129,6.4,-17.7,15.7,1.6,19.8,85.3,2385,-2.4,-37.6,3.6,1.5,18.9,85.3,1600,15.5,-31.2,17.1,1.5,8.8,78.6,2365,-5,-52.6,9.8,1.8,25.3,91.5,2147,15.3,-25.9,16.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bird, Jake",656234,2023,27,70,89.1,381,20.2,7.1,0.262,0.401,0.32,0.325,6.3,2.6,43.7,21.1,45.6,52.6,20.7,23,3.7,R,1391,,,,,,,,7.1,86.3,2521,6.6,-34.1,7.3,1.3,0.2,87.3,1997,-10.4,-32.5,11.9,1.5,20,81.7,2861,15.4,-49,17.5,1.2,59.5,94.4,2007,-8.8,-29.5,9.1,1.1,13.2,89.7,2439,3.8,-27.2,7.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson, Steven",621051,2023,28,52,53,219,26,12.3,0.184,0.343,0.289,0.285,6.1,2.3,33.3,26.7,44.2,25.8,34.1,19.7,20.5,R,938,36.4,94.4,2386,-7.8,-12.6,20,1.3,,,,,,,,3.2,84.9,2085,-16.7,-31.5,18,1.7,,,,,,,,,,,,,,,0.9,87.6,2680,1.1,-25.8,10.3,1.8,,,,,,,,,,,,,,,59.6,81,2609,13,-34.1,15.7,1.9,,,,,,,,,,,,,,,,,,,,,
"Musgrove, Joe",605397,2023,30,17,97.1,399,24.3,5.3,0.225,0.342,0.295,0.274,5.5,4.4,33.5,26,49.4,46,24.6,23.9,5.5,R,1550,24.5,93.1,2581,-3.6,-18.8,13.4,1.1,14.5,82.2,2793,11.7,-46.1,13.1,1.2,11.4,87.1,2093,-13,-32,13.9,1.1,23.9,81.3,2765,11.1,-56.4,18.3,1.1,5.4,92.8,2448,-10.5,-25.2,12.5,1.2,20.4,90.1,2618,2.7,-25.7,8.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doval, Camilo",666808,2023,25,69,67.2,281,31,9.3,0.203,0.303,0.262,0.265,6.3,5,41.3,33.3,47.8,52.5,20.6,20,6.9,R,1138,,,,,,,,36.2,88.9,2465,2.9,-32.3,4.7,1.7,,,,,,,,,,,,,,,30,97.9,2398,-12.6,-25.5,13.1,1.4,33.8,99.8,2521,-7.7,-14.2,15.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grove, Michael",675627,2023,26,18,69,302,24.2,6.3,0.273,0.466,0.363,0.341,8.2,4.8,42,27.2,49.5,39.6,23.7,30,6.8,R,1146,32.7,94.8,2233,-5.7,-14,17.5,1.4,38.2,85.6,2318,3.3,-37.5,4.3,1.4,0.3,88,1490,-13.6,-24.1,17.7,1.5,17,78.3,2520,8.6,-58.2,16.1,1.5,4.2,94.7,2142,-11.8,-16.4,18.5,1.2,7.5,89.2,2346,4.4,-27.2,8.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feltner, Ryan",663372,2023,26,10,43.1,201,18.9,13.9,0.252,0.363,0.331,0.33,5.3,6,29.3,21.5,44.3,43.6,21.1,27.1,8.3,R,776,27.8,94.8,2284,-7.2,-15.9,16.2,1.5,31.3,88.6,2364,3,-28.7,6.9,1.4,14.7,84.1,1590,-6.7,-33.9,8.5,1.6,8.9,79.7,2578,10.5,-48.6,12.3,1.8,17.3,94.3,2252,-13.9,-23.8,15.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheeler, Zack",554430,2023,33,32,192,787,26.9,5,0.229,0.351,0.277,0.277,7.4,5.7,36.4,28.6,51.3,41.2,26,23.7,9.1,R,3155,43.4,95.8,2495,-6.3,-14.5,16.7,1.2,,,,,,,,0.4,90.8,1796,-15.1,-22.7,18.5,1.6,11.4,81.4,2742,10,-51.7,14.5,1.5,18.1,95.2,2315,-15.6,-22,17.8,1.3,14.4,90.9,2571,2.5,-27,7.3,1.7,,,,,,,,,,,,,,,12.3,84.4,2635,13.5,-36.6,14.1,1.6,,,,,,,,,,,,,,,,,,,,,
"Brazoban, Huascar",623211,2023,33,50,58.2,257,25.3,12.1,0.213,0.33,0.308,0.293,5.1,8.9,28,31.5,47.6,51.6,17.2,23.6,7.6,R,1012,16.6,96.6,2217,-10.3,-15,17.8,1.4,,,,,,,,28.4,89.3,1841,-15.4,-33,15.7,1.4,,,,,,,,22.3,96,2260,-17.3,-22.4,18.9,1.4,32.7,87.4,2369,-1.8,-29.7,7.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walter, Brandon",687888,2023,26,9,23,106,15.1,6.6,0.271,0.42,0.375,0.325,1.2,3.7,24.4,16,49.6,42.7,26.8,19.5,11,L,365,4.1,91.8,2145,6.1,-21.7,12.4,1.4,0.3,78.6,2365,-9.7,-47,10.1,,16.4,82.7,2234,17.6,-38.3,17.8,1.9,,,,,,,,25.8,91.2,2049,14.7,-29.5,15.2,1.4,31.2,86.9,2334,-3.5,-31.9,5.7,1.6,,,,,,,,,,,,,,,22.2,79.8,2510,-12.4,-46.9,13.2,1.1,,,,,,,,,,,,,,,,,,,,,
"Hill, Rich",448179,2023,43,32,146.1,660,19.5,8.8,0.281,0.481,0.359,0.36,6.7,3.9,39.9,19.3,45.4,39,25.6,27.6,7.8,L,2531,34.2,88.4,2203,6.3,-17.6,18.6,1.3,1.9,77.3,2410,-13.1,-42.8,14,1.7,2.3,83,1637,12.1,-33.5,14,1.7,36.1,71.9,2613,-16.8,-66.4,21.2,1.6,4,86.1,2142,15.9,-30.8,17.4,1.8,14.7,83.3,2317,-3.4,-32.6,7.7,1.5,,,,,,,,,,,,,,,6.9,69.4,2523,-21.3,-57,21.5,2.1,,,,,,,,,,,,,,,,,,,,,
